Employee ID,Age,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRotation,FeedbackFromManager,Mentoring,Autonomy,JobRole,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,Tools,TotalWorkingYears,Training,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Performance
38391,41.0,Sales,16,3.0,4.0,Male,3,3,3,L,N,H,Sales Executive,9241.0,1.0,No,12.0,2.0,L,10.0,Y,3.0,10.0,8.0,8.0,7.0,76
38429,48.0,Research and Development,6,4.0,1.0,Male,4,4,2,H,Y,H,Manager,16885.0,2.0,No,22.0,3.0,L,27.0,Y,2.0,5.0,4.0,2.0,1.0,62
38450,34.0,Research and Development,14,1.0,1.0,Female,2,1,1,H,Y,L,Research and Design Specialists,2029.0,9.0,No,20.0,3.0,H,5.0,N,3.0,5.0,4.0,0.0,0.0,47
38520,30.0,Sales,4,4.0,4.0,Female,3,2,2,L,Y,H,Sales Executive,4779.0,7.0,No,14.0,2.0,H,8.0,Y,3.0,3.0,2.0,0.0,2.0,70
38556,28.0,Research and Development,17,3.0,3.0,Male,3,1,1,L,N,L,Research and Design Specialists,2713.0,1.0,No,11.0,3.0,L,5.0,N,1.0,5.0,2.0,0.0,2.0,28
38562,18.0,Sales,9,3.0,2.0,Male,3,1,1,L,N,L,Sales Representative,1878.0,1.0,Yes,14.0,4.0,L,0.0,N,3.0,0.0,0.0,0.0,0.0,39
38588,32.0,Sales,8,4.0,2.0,Male,2,1,2,L,Y,H,Sales Representative,2269.0,4.0,No,14.0,2.0,L,3.0,Y,3.0,2.0,2.0,2.0,2.0,72
38638,37.0,Sales,11,4.0,4.0,Male,2,2,1,H,Y,H,Sales Executive,6334.0,4.0,No,19.0,4.0,L,9.0,Y,3.0,1.0,0.0,0.0,0.0,56
38656,33.0,Research and Development,18,3.0,1.0,Male,3,1,1,L,N,L,Research and Design Specialists,3348.0,8.0,Yes,11.0,1.0,L,10.0,N,3.0,10.0,8.0,9.0,7.0,37
38791,50.0,Production,25,3.0,1.0,Male,4,4,4,L,N,H,Production Supervisors,6784.0,2.0,No,18.0,2.0,H,5.0,N,3.0,6.0,3.0,1.0,7.0,34
38796,37.0,Sales,5,4.0,3.0,Male,3,2,1,H,N,H,Sales Executive,6502.0,4.0,No,14.0,2.0,L,7.0,Y,4.0,5.0,4.0,0.0,1.0,56
38917,34.0,Research and Development,5,4.0,4.0,Male,2,2,2,L,N,H,Customercare Representative,5063.0,9.0,No,14.0,2.0,H,8.0,Y,2.0,8.0,2.0,7.0,7.0,52
38928,32.0,Production,15,4.0,4.0,Female,3,1,2,L,N,L,Machinists,4025.0,5.0,No,12.0,2.0,L,10.0,N,3.0,8.0,7.0,7.0,7.0,24
38992,46.0,Research and Development,18,4.0,3.0,Male,3,5,2,L,Y,L,Research Director,19328.0,1.0,Yes,17.0,3.0,H,24.0,Y,3.0,2.0,1.0,2.0,2.0,60
39204,34.0,Human Resources,7,2.0,3.0,Male,3,1,2,H,Y,H,Human Resources,3737.0,9.0,No,19.0,3.0,L,4.0,Y,1.0,3.0,2.0,0.0,2.0,57
39224,31.0,Sales,16,1.0,2.0,Male,3,2,2,H,N,L,Sales Executive,6582.0,4.0,Yes,13.0,3.0,H,10.0,Y,4.0,6.0,5.0,0.0,5.0,72
39353,59.0,Human Resources,7,2.0,2.0,Male,3,1,4,H,N,H,Human Resources,2267.0,8.0,No,17.0,4.0,H,7.0,Y,2.0,2.0,2.0,2.0,2.0,67
39582,53.0,Finance,4,4.0,1.0,Female,2,3,2,L,Y,H,Accountant,8670.0,3.0,Yes,19.0,3.0,L,6.0,Y,2.0,3.0,3.0,3.0,5.0,78
39585,38.0,Research and Development,1,4.0,4.0,Male,3,2,1,H,N,H,Customercare Representative,5745.0,9.0,No,14.0,2.0,L,10.0,Y,3.0,2.0,2.0,1.0,2.0,55
39588,34.0,Finance,10,3.0,1.0,Male,2,2,2,L,Y,H,Accountant,8175.0,2.0,No,20.0,1.0,H,8.0,N,1.0,9.0,5.0,3.0,6.0,61
39697,46.0,Finance,1,4.0,1.0,Female,2,2,1,L,N,L,Accountant,9246.0,9.0,Yes,16.0,2.0,H,7.0,N,1.0,2.0,3.0,2.0,7.0,26
39736,37.0,Finance,2,3.0,2.0,Female,3,2,2,L,Y,H,Accountant,8861.0,2.0,No,19.0,2.0,L,5.0,Y,3.0,5.0,2.0,2.0,2.0,80
39928,47.0,Sales,21,2.0,4.0,Female,3,2,2,H,Y,H,Sales Executive,4163.0,5.0,Yes,17.0,3.0,L,9.0,Y,3.0,9.0,0.0,0.0,7.0,68
39973,22.0,Production,6,1.0,3.0,Male,3,1,2,L,Y,L,Machinists,2523.0,0.0,No,14.0,3.0,L,3.0,N,3.0,2.0,1.0,2.0,1.0,44
39982,38.0,Finance,14,3.0,1.0,Female,3,2,2,L,Y,L,Accountant,8702.0,3.0,Yes,20.0,3.0,H,7.0,Y,1.0,2.0,4.0,1.0,4.0,61
40057,29.0,Research and Development,19,3.0,1.0,Female,3,1,3,L,Y,H,Research and Design Specialists,3760.0,4.0,No,15.0,1.0,L,3.0,Y,3.0,3.0,2.0,1.0,2.0,75
40064,28.0,Research and Development,14,3.0,4.0,Female,3,3,2,L,Y,H,Manufacturing Director,7655.0,7.0,No,17.0,2.0,L,10.0,Y,2.0,9.0,7.0,1.0,7.0,62
40109,48.0,Finance,19,4.0,1.0,Male,2,2,2,L,Y,H,Accountant,8138.0,5.0,No,18.0,1.0,L,6.0,N,2.0,7.0,2.0,3.0,6.0,79
40149,50.0,Research and Development,10,1.0,1.0,Male,3,5,4,H,N,H,Research Director,19144.0,3.0,No,14.0,1.0,H,28.0,Y,2.0,10.0,4.0,1.0,6.0,80
40159,54.0,Research and Development,1,4.0,1.0,Female,3,3,2,H,N,L,Research Director,13549.0,9.0,No,12.0,1.0,H,16.0,Y,1.0,4.0,3.0,0.0,3.0,61
40162,35.0,Finance,21,4.0,1.0,Female,3,3,3,L,Y,H,Accountant,8492.0,8.0,Yes,17.0,4.0,L,5.0,Y,3.0,3.0,6.0,1.0,6.0,57
40211,31.0,Sales,15,3.0,4.0,Male,3,2,1,H,N,H,Sales Executive,7547.0,4.0,No,12.0,4.0,L,13.0,Y,3.0,7.0,7.0,1.0,7.0,56
40276,26.0,Production,23,2.0,1.0,Female,1,1,3,H,N,H,Machinists,4364.0,5.0,No,14.0,1.0,H,5.0,Y,3.0,2.0,2.0,2.0,0.0,87
40287,26.0,IT Support,9,3.0,2.0,Male,4,3,2,H,Y,H,IT specialists,5171.0,3.0,No,15.0,1.0,H,5.0,Y,1.0,8.0,7.0,1.0,6.0,68
40356,36.0,Sales,9,1.0,3.0,Male,2,3,2,L,N,H,Sales Executive,10325.0,2.0,Yes,11.0,1.0,L,16.0,N,3.0,16.0,7.0,3.0,7.0,49
40416,58.0,Research and Development,1,3.0,4.0,Male,3,1,2,H,N,L,Research and Design Specialists,2479.0,4.0,No,24.0,1.0,L,7.0,N,3.0,1.0,0.0,0.0,0.0,41
40457,34.0,Production,24,3.0,1.0,Male,3,4,2,L,N,H,Production Supervisors,7241.0,9.0,Yes,17.0,1.0,L,8.0,Y,3.0,7.0,5.0,1.0,5.0,33
40572,49.0,Production,7,2.0,1.0,Male,2,2,1,H,Y,L,Machinists,4284.0,2.0,No,20.0,1.0,L,20.0,N,3.0,4.0,3.0,1.0,3.0,15
40575,35.0,Sales,25,3.0,3.0,Male,3,3,1,H,N,H,Sales Executive,8020.0,0.0,No,15.0,3.0,L,12.0,Y,2.0,11.0,9.0,6.0,9.0,58
40579,31.0,Research and Development,20,4.0,3.0,Male,3,1,4,H,Y,L,Research and Design Specialists,4821.0,0.0,Yes,12.0,3.0,H,6.0,Y,3.0,5.0,2.0,0.0,3.0,63
40689,38.0,Research and Development,16,4.0,4.0,Male,3,2,2,L,N,H,Manufacturing Director,6553.0,9.0,No,14.0,2.0,L,14.0,N,3.0,1.0,0.0,0.0,0.0,49
40736,50.0,Research and Development,22,2.0,2.0,Female,2,5,4,H,Y,H,Research Director,18740.0,5.0,Yes,12.0,4.0,L,29.0,Y,2.0,27.0,3.0,13.0,8.0,60
40799,29.0,Sales,23,3.0,2.0,Female,2,1,2,H,N,L,Sales Representative,2800.0,9.0,Yes,19.0,3.0,L,5.0,N,3.0,3.0,2.0,0.0,2.0,49
40814,44.0,Finance,20,3.0,2.0,Female,3,3,2,L,Y,H,Accountant,9970.0,6.0,No,17.0,1.0,L,6.0,Y,1.0,9.0,5.0,1.0,5.0,82
40855,40.0,Sales,3,2.0,2.0,Female,3,2,2,L,Y,L,Sales Executive,5677.0,1.0,No,14.0,3.0,L,15.0,Y,3.0,11.0,8.0,5.0,10.0,78
41087,38.0,Human Resources,2,3.0,3.0,Male,4,1,2,L,Y,L,Human Resources,2844.0,3.0,No,13.0,4.0,L,7.0,N,4.0,7.0,6.0,5.0,0.0,49
41162,31.0,Sales,12,3.0,3.0,Female,2,1,2,L,N,L,Customercare Representative,2785.0,1.0,No,14.0,3.0,H,3.0,N,4.0,1.0,0.0,0.0,0.0,49
41215,30.0,Research and Development,14,3.0,3.0,Male,3,1,1,H,Y,H,Research and Design Specialists,1274.0,2.0,No,13.0,2.0,H,1.0,Y,2.0,1.0,0.0,0.0,0.0,51
41266,26.0,Research and Development,21,2.0,1.0,Male,3,2,2,H,N,H,Customercare Representative,4741.0,1.0,Yes,13.0,3.0,H,5.0,Y,3.0,5.0,3.0,3.0,3.0,66
41432,22.0,Production,24,2.0,4.0,Male,4,1,2,H,N,H,Machinists,2935.0,1.0,Yes,13.0,2.0,L,1.0,Y,2.0,1.0,0.0,0.0,0.0,52
41543,33.0,Research and Development,13,4.0,4.0,Male,4,1,2,L,N,H,Research and Design Specialists,3143.0,6.0,No,19.0,2.0,H,14.0,Y,3.0,10.0,8.0,7.0,6.0,60
41566,27.0,Production,2,5.0,1.0,Male,1,1,2,L,Y,H,Machinists,4621.0,2.0,No,19.0,4.0,L,3.0,Y,3.0,3.0,2.0,1.0,2.0,57
41610,31.0,Human Resources,5,3.0,1.0,Male,2,2,2,H,N,H,Human Resources,6410.0,3.0,No,12.0,4.0,H,9.0,Y,3.0,2.0,2.0,1.0,0.0,68
41645,38.0,Sales,7,2.0,2.0,Male,4,3,1,H,Y,L,IT specialists,6097.0,7.0,Yes,18.0,4.0,H,7.0,Y,2.0,3.0,4.0,1.0,2.0,75
41723,50.0,Finance,19,3.0,1.0,Male,3,2,1,L,Y,H,Accountant,9101.0,5.0,Yes,20.0,4.0,L,7.0,Y,2.0,5.0,5.0,2.0,6.0,77
41735,36.0,Production,17,4.0,3.0,Female,4,1,1,L,N,L,Machinists,2743.0,4.0,No,16.0,3.0,L,18.0,N,3.0,17.0,13.0,15.0,14.0,26
41742,51.0,Production,24,2.0,2.0,Female,2,1,4,H,N,H,Machinists,2838.0,4.0,No,14.0,2.0,L,8.0,Y,2.0,7.0,0.0,7.0,7.0,79
41847,38.0,Research and Development,4,2.0,4.0,Female,2,3,4,L,N,H,Manufacturing Director,7756.0,8.0,Yes,19.0,4.0,L,10.0,Y,4.0,5.0,4.0,0.0,2.0,65
41908,34.0,Sales,24,3.0,4.0,Male,3,2,2,L,N,H,Sales Executive,4001.0,7.0,Yes,14.0,3.0,L,15.0,Y,3.0,15.0,14.0,0.0,7.0,61
41982,31.0,Research and Development,2,4.0,3.0,Female,3,3,2,H,Y,H,Manufacturing Director,7143.0,1.0,Yes,14.0,3.0,L,11.0,Y,2.0,11.0,9.0,4.0,10.0,60
42042,42.0,Production,18,3.0,2.0,Male,3,1,2,L,N,H,Machinists,2766.0,9.0,No,22.0,2.0,L,7.0,Y,2.0,5.0,3.0,0.0,4.0,60
42142,32.0,Sales,17,2.0,3.0,Female,3,1,2,H,N,H,Sales Representative,3931.0,2.0,No,11.0,1.0,L,6.0,Y,3.0,4.0,3.0,1.0,2.0,53
42182,33.0,Finance,15,3.0,1.0,Female,2,2,3,H,Y,H,Accountant,6253.0,7.0,No,15.0,2.0,H,6.0,Y,2.0,7.0,2.0,1.0,6.0,69
42249,38.0,Sales,14,4.0,3.0,Male,2,3,2,L,Y,H,Sales Executive,8740.0,7.0,Yes,14.0,2.0,H,9.0,Y,3.0,8.0,7.0,2.0,7.0,73
42308,44.0,Finance,15,3.0,1.0,Female,2,3,1,L,Y,H,Accountant,8160.0,9.0,Yes,19.0,3.0,L,5.0,N,3.0,3.0,2.0,1.0,2.0,68
42310,45.0,Sales,19,2.0,2.0,Male,1,2,2,H,N,H,Customercare Representative,6632.0,3.0,No,13.0,1.0,L,9.0,Y,3.0,8.0,7.0,3.0,1.0,54
42353,28.0,Finance,8,4.0,2.0,Female,2,3,2,L,Y,H,Accountant,8146.0,8.0,Yes,19.0,2.0,H,8.0,Y,3.0,8.0,2.0,3.0,6.0,55
42387,37.0,Research and Development,12,1.0,3.0,Male,3,1,2,L,N,H,Research and Design Specialists,2996.0,1.0,Yes,15.0,4.0,H,8.0,Y,3.0,6.0,4.0,1.0,3.0,59
42477,30.0,Research and Development,15,3.0,1.0,Female,3,3,2,L,N,H,Manufacturing Director,9667.0,4.0,No,14.0,2.0,H,9.0,Y,3.0,7.0,7.0,0.0,2.0,66
42485,34.0,Research and Development,4,4.0,1.0,Male,3,1,1,L,N,L,Research and Design Specialists,2972.0,4.0,No,13.0,3.0,H,1.0,N,1.0,1.0,0.0,0.0,0.0,47
42524,22.0,Research and Development,10,2.0,2.0,Female,2,1,2,L,Y,L,Research and Design Specialists,2814.0,8.0,Yes,14.0,2.0,L,4.0,N,2.0,4.0,2.0,1.0,3.0,49
42628,56.0,Human Resources,10,4.0,4.0,Male,3,5,2,H,N,H,Manager,19717.0,8.0,No,14.0,1.0,L,36.0,Y,3.0,7.0,3.0,7.0,7.0,62
42639,19.0,Production,10,1.0,2.0,Female,3,1,2,L,N,L,Machinists,1483.0,1.0,No,14.0,4.0,L,1.0,N,3.0,1.0,0.0,0.0,0.0,43
42650,31.0,Research and Development,18,1.0,4.0,Female,3,2,1,L,Y,L,Manufacturing Director,5238.0,2.0,No,20.0,4.0,L,9.0,N,2.0,5.0,4.0,1.0,4.0,34
42688,36.0,Research and Development,1,1.0,3.0,Male,3,2,2,L,Y,H,Customercare Representative,6586.0,5.0,Yes,17.0,1.0,L,17.0,Y,2.0,16.0,8.0,4.0,11.0,61
42719,27.0,Research and Development,9,3.0,2.0,Male,4,2,4,L,Y,H,Manufacturing Director,6142.0,8.0,Yes,20.0,2.0,L,6.0,Y,3.0,6.0,2.0,0.0,3.0,64
42772,29.0,Research and Development,22,5.0,3.0,Female,2,1,2,L,N,L,Research and Design Specialists,2546.0,5.0,No,16.0,2.0,L,6.0,N,4.0,2.0,2.0,1.0,1.0,7
42833,31.0,Research and Development,8,4.0,3.0,Male,3,1,3,H,N,L,Research and Design Specialists,2695.0,0.0,Yes,18.0,2.0,H,3.0,Y,1.0,2.0,2.0,2.0,2.0,75
42939,31.0,Sales,15,3.0,3.0,Male,2,3,4,H,N,H,Manager,11557.0,9.0,No,21.0,3.0,H,10.0,Y,2.0,5.0,4.0,0.0,1.0,67
42978,44.0,Research and Development,4,3.0,3.0,Female,4,3,4,L,N,H,Customercare Representative,7879.0,6.0,Yes,19.0,2.0,L,9.0,Y,3.0,8.0,7.0,6.0,7.0,63
42996,20.0,Production,15,3.0,1.0,Male,3,1,2,L,N,L,Machinists,2973.0,8.0,No,19.0,2.0,L,1.0,N,3.0,1.0,0.0,0.0,0.0,44
43067,47.0,Sales,25,3.0,4.0,Female,3,4,2,H,N,H,Sales Executive,13770.0,2.0,Yes,12.0,4.0,L,28.0,Y,2.0,22.0,2.0,11.0,13.0,53
43223,26.0,Sales,14,3.0,3.0,Male,3,2,2,L,N,L,Sales Executive,4684.0,9.0,No,13.0,1.0,H,5.0,N,3.0,5.0,3.0,1.0,2.0,48
43578,58.0,Research and Development,19,4.0,1.0,Male,3,4,1,L,N,H,Research Director,15787.0,6.0,Yes,14.0,2.0,H,23.0,Y,3.0,2.0,2.0,2.0,2.0,55
43657,32.0,Finance,16,4.0,1.0,Male,3,2,2,L,N,H,Accountant,8059.0,3.0,No,17.0,4.0,H,9.0,Y,3.0,7.0,5.0,2.0,7.0,25
43679,49.0,Research and Development,4,1.0,3.0,Male,2,2,4,H,N,H,Research and Design Specialists,5130.0,1.0,No,23.0,4.0,H,10.0,Y,3.0,10.0,7.0,1.0,7.0,79
43704,46.0,Sales,25,3.0,3.0,Female,3,4,4,H,N,H,Manager,17048.0,3.0,No,23.0,1.0,H,28.0,Y,3.0,26.0,15.0,15.0,9.0,79
43824,43.0,Finance,9,3.0,1.0,Male,2,3,2,L,Y,H,Accountant,8576.0,2.0,No,20.0,3.0,L,10.0,N,2.0,10.0,3.0,3.0,7.0,85
43891,32.0,Research and Development,5,2.0,4.0,Female,2,2,4,L,Y,H,Research and Design Specialists,5878.0,2.0,No,12.0,1.0,H,12.0,Y,3.0,7.0,1.0,2.0,5.0,74
44110,52.0,Research and Development,7,4.0,3.0,Male,2,5,3,H,Y,H,Manager,19999.0,0.0,No,14.0,1.0,H,34.0,Y,3.0,33.0,18.0,11.0,9.0,81
44127,37.0,Research and Development,11,3.0,3.0,Female,4,3,1,L,Y,H,Research Director,13744.0,7.0,Yes,25.0,1.0,L,16.0,Y,3.0,16.0,11.0,6.0,8.0,56
44136,38.0,Research and Development,20,3.0,3.0,Female,3,2,2,H,N,H,Customercare Representative,9824.0,9.0,No,19.0,3.0,L,18.0,Y,3.0,1.0,0.0,0.0,0.0,52
44141,50.0,Research and Development,1,4.0,2.0,Male,3,5,2,L,Y,H,Research Director,19237.0,2.0,Yes,11.0,4.0,H,29.0,Y,2.0,8.0,1.0,7.0,7.0,78
44159,23.0,Research and Development,2,2.0,4.0,Male,3,1,2,H,N,H,Research and Design Specialists,1223.0,1.0,No,22.0,4.0,L,1.0,Y,3.0,1.0,0.0,0.0,1.0,72
44193,31.0,Sales,19,4.0,1.0,Male,3,2,1,L,N,L,Sales Executive,5617.0,2.0,Yes,11.0,3.0,H,10.0,N,3.0,10.0,7.0,0.0,8.0,23
44243,44.0,Sales,19,5.0,1.0,Female,3,2,1,H,Y,H,Sales Executive,4768.0,2.0,No,12.0,3.0,H,11.0,Y,2.0,1.0,0.0,0.0,0.0,51
44266,29.0,Production,9,2.0,4.0,Female,2,2,1,L,N,H,Machinists,4193.0,0.0,Yes,12.0,4.0,L,10.0,N,3.0,9.0,5.0,0.0,8.0,40
44299,29.0,Research and Development,3,4.0,4.0,Female,2,1,2,L,N,L,Research and Design Specialists,3785.0,9.0,No,14.0,2.0,L,5.0,N,1.0,5.0,4.0,0.0,4.0,44
44416,51.0,Production,13,3.0,2.0,Male,3,4,4,L,N,L,Production Supervisors,5737.0,8.0,No,18.0,3.0,L,6.0,Y,2.0,2.0,5.0,2.0,5.0,36
44582,34.0,Production,1,3.0,2.0,Male,3,2,1,L,N,L,Machinists,5429.0,5.0,No,13.0,1.0,H,10.0,N,3.0,8.0,7.0,7.0,7.0,47
44598,46.0,Sales,18,3.0,3.0,Male,3,3,2,L,Y,H,Sales Executive,10368.0,9.0,Yes,12.0,2.0,L,13.0,Y,2.0,10.0,6.0,0.0,3.0,61
44670,30.0,Sales,19,4.0,3.0,Female,2,2,1,L,Y,L,Sales Executive,6696.0,5.0,No,15.0,3.0,L,9.0,N,2.0,6.0,3.0,0.0,1.0,26
44722,51.0,Finance,2,3.0,2.0,Male,3,2,2,L,N,L,Accountant,9560.0,8.0,No,15.0,4.0,H,5.0,Y,1.0,10.0,7.0,3.0,2.0,38
44749,50.0,Sales,22,4.0,2.0,Male,3,2,2,L,N,H,Sales Executive,6728.0,5.0,No,12.0,4.0,L,12.0,N,3.0,6.0,3.0,0.0,1.0,46
44779,42.0,Sales,14,4.0,2.0,Male,3,2,2,H,N,H,Sales Executive,5155.0,1.0,No,13.0,4.0,L,9.0,Y,4.0,6.0,4.0,1.0,5.0,62
44860,36.0,Research and Development,4,3.0,3.0,Female,3,2,2,H,Y,H,Manufacturing Director,5228.0,8.0,No,15.0,1.0,L,10.0,Y,3.0,9.0,7.0,0.0,5.0,60
44948,27.0,Sales,1,1.0,3.0,Male,3,2,2,H,N,H,Sales Executive,4342.0,7.0,No,19.0,2.0,L,5.0,Y,3.0,4.0,2.0,1.0,1.0,53
45009,25.0,Finance,7,4.0,1.0,Male,3,3,4,H,Y,H,Accountant,9768.0,1.0,Yes,16.0,4.0,L,8.0,Y,1.0,7.0,2.0,1.0,7.0,85
45087,31.0,Finance,19,4.0,1.0,Male,3,2,1,L,Y,H,Accountant,8585.0,6.0,No,17.0,1.0,L,5.0,Y,1.0,2.0,4.0,1.0,6.0,52
45294,36.0,Human Resources,23,3.0,3.0,Male,3,1,2,H,Y,H,Human Resources,2143.0,2.0,No,13.0,2.0,L,8.0,Y,3.0,5.0,2.0,0.0,4.0,54
45424,57.0,Research and Development,18,2.0,3.0,Male,4,3,2,H,N,H,Customercare Representative,9439.0,3.0,Yes,16.0,2.0,L,12.0,Y,1.0,5.0,3.0,1.0,4.0,54
45428,28.0,Research and Development,16,3.0,3.0,Female,3,2,3,L,Y,H,Research and Design Specialists,3660.0,3.0,No,13.0,4.0,H,10.0,Y,4.0,8.0,7.0,1.0,7.0,71
45470,43.0,Research and Development,12,3.0,1.0,Male,3,1,3,L,Y,H,Research and Design Specialists,2438.0,3.0,No,13.0,3.0,H,7.0,Y,2.0,3.0,2.0,1.0,2.0,76
45605,29.0,IT Support,8,3.0,2.0,Female,3,5,2,L,Y,H,IT specialists,9224.0,4.0,No,17.0,1.0,H,7.0,Y,2.0,8.0,2.0,1.0,4.0,78
45619,40.0,Research and Development,18,2.0,3.0,Female,2,2,2,L,Y,H,Research and Design Specialists,4422.0,7.0,Yes,13.0,4.0,L,16.0,Y,1.0,1.0,1.0,0.0,0.0,59
45635,34.0,Sales,4,4.0,4.0,Male,3,3,2,L,N,L,Sales Executive,8628.0,7.0,No,18.0,3.0,L,9.0,N,2.0,8.0,7.0,1.0,1.0,48
45701,39.0,Research and Development,21,3.0,4.0,Female,3,3,2,H,N,H,Manufacturing Director,10880.0,1.0,Yes,13.0,3.0,L,21.0,N,3.0,21.0,6.0,2.0,8.0,46
45888,35.0,Sales,7,2.0,1.0,Male,1,2,1,L,Y,L,Sales Executive,5440.0,9.0,Yes,14.0,4.0,L,7.0,N,2.0,2.0,2.0,2.0,2.0,40
46103,27.0,Research and Development,9,3.0,3.0,Male,2,1,1,H,N,H,Research and Design Specialists,2566.0,1.0,Yes,15.0,4.0,L,1.0,Y,2.0,1.0,1.0,0.0,1.0,55
46124,33.0,Research and Development,17,4.0,4.0,Female,3,3,2,H,N,H,Manager,11878.0,6.0,No,11.0,2.0,H,12.0,Y,3.0,10.0,6.0,8.0,8.0,72
46232,18.0,Research and Development,16,3.0,2.0,Female,3,1,2,L,Y,L,Research and Design Specialists,1514.0,9.0,No,16.0,3.0,H,0.0,Y,1.0,0.0,0.0,0.0,0.0,50
46233,30.0,Human Resources,15,3.0,3.0,Male,3,1,2,H,Y,H,Human Resources,2064.0,2.0,No,21.0,1.0,H,6.0,Y,4.0,5.0,3.0,1.0,3.0,59
46319,45.0,Production,11,3.0,2.0,Male,3,2,1,H,N,H,Machinists,2348.0,8.0,No,18.0,3.0,L,20.0,Y,1.0,17.0,9.0,0.0,15.0,51
46322,40.0,Production,1,3.0,1.0,Male,3,1,2,L,N,H,Machinists,2166.0,6.0,Yes,14.0,2.0,L,10.0,Y,1.0,4.0,2.0,0.0,3.0,57
46339,30.0,IT Support,2,3.0,2.0,Female,3,1,3,L,Y,H,IT specialists,6985.0,6.0,No,15.0,3.0,L,5.0,Y,1.0,5.0,5.0,2.0,7.0,73
46351,43.0,Sales,9,3.0,4.0,Female,3,4,1,L,N,H,Manager,16064.0,5.0,Yes,22.0,3.0,L,22.0,N,3.0,17.0,13.0,1.0,9.0,34
46367,49.0,Research and Development,23,4.0,4.0,Male,2,5,2,L,N,L,Research Director,19502.0,5.0,Yes,17.0,3.0,L,31.0,N,3.0,31.0,9.0,0.0,9.0,46
46466,40.0,Research and Development,19,3.0,2.0,Female,3,2,2,L,N,L,Customercare Representative,4448.0,6.0,No,12.0,2.0,H,15.0,N,3.0,7.0,4.0,7.0,7.0,49
46473,41.0,Research and Development,5,4.0,1.0,Female,2,4,1,L,N,H,Manufacturing Director,13570.0,4.0,No,23.0,3.0,H,21.0,N,3.0,20.0,7.0,0.0,10.0,31
46519,28.0,Finance,17,4.0,2.0,Female,2,3,1,H,Y,H,Accountant,9471.0,2.0,Yes,15.0,2.0,L,6.0,Y,1.0,5.0,5.0,2.0,2.0,78
46547,45.0,Production,8,2.0,3.0,Male,3,2,2,L,Y,H,Machinists,4447.0,8.0,No,12.0,2.0,L,9.0,Y,2.0,9.0,7.0,0.0,8.0,52
46628,30.0,IT Support,6,4.0,2.0,Female,2,2,2,L,Y,H,IT specialists,6026.0,1.0,Yes,18.0,1.0,L,6.0,Y,2.0,8.0,5.0,2.0,7.0,62
46737,37.0,Production,10,3.0,3.0,Female,3,1,4,H,N,H,Machinists,3452.0,6.0,No,20.0,2.0,H,17.0,Y,3.0,5.0,4.0,0.0,3.0,63
46772,33.0,Research and Development,11,3.0,1.0,Male,3,1,2,L,N,H,Research and Design Specialists,2781.0,1.0,No,13.0,2.0,L,15.0,Y,3.0,14.0,10.0,4.0,10.0,59
46895,43.0,Research and Development,21,4.0,2.0,Male,2,4,2,H,N,H,Research Director,16627.0,5.0,Yes,14.0,3.0,L,21.0,Y,2.0,1.0,0.0,0.0,0.0,60
46896,39.0,Research and Development,25,1.0,3.0,Male,3,3,1,L,N,H,Research Director,13464.0,6.0,No,21.0,3.0,H,9.0,Y,3.0,4.0,3.0,2.0,2.0,55
47051,30.0,Sales,10,5.0,3.0,Male,3,2,1,L,N,L,Sales Executive,5304.0,6.0,No,23.0,4.0,L,10.0,N,2.0,8.0,7.0,7.0,7.0,47
47079,55.0,Finance,11,4.0,1.0,Male,2,3,1,L,Y,H,Accountant,8117.0,6.0,Yes,15.0,3.0,L,5.0,Y,2.0,6.0,6.0,3.0,2.0,58
47117,51.0,Finance,4,3.0,2.0,Female,3,3,2,H,Y,H,Accountant,8694.0,2.0,Yes,16.0,1.0,L,10.0,Y,3.0,6.0,5.0,3.0,7.0,85
47130,31.0,Production,1,4.0,4.0,Male,3,2,1,L,Y,L,Machinists,5915.0,3.0,No,22.0,4.0,L,10.0,Y,2.0,7.0,7.0,1.0,7.0,33
47141,34.0,Research and Development,23,3.0,3.0,Female,2,3,1,H,Y,H,Manager,11631.0,2.0,No,12.0,4.0,H,14.0,Y,3.0,11.0,10.0,5.0,8.0,62
47172,30.0,Research and Development,8,3.0,3.0,Male,3,2,2,H,N,H,Manufacturing Director,9957.0,9.0,No,15.0,3.0,L,7.0,N,2.0,6.0,2.0,0.0,2.0,45
47215,47.0,Research and Development,8,2.0,1.0,Female,3,2,2,L,N,L,Manufacturing Director,5070.0,5.0,No,13.0,3.0,L,20.0,N,3.0,5.0,0.0,0.0,4.0,41
47252,29.0,Finance,10,4.0,2.0,Female,2,2,4,L,N,H,Accountant,8270.0,2.0,Yes,16.0,1.0,H,8.0,N,1.0,9.0,5.0,3.0,7.0,43
47286,27.0,Sales,7,3.0,4.0,Female,2,2,2,L,N,L,Sales Executive,5769.0,8.0,Yes,11.0,4.0,H,6.0,Y,3.0,6.0,2.0,4.0,4.0,50
47380,50.0,Research and Development,7,5.0,4.0,Female,2,3,1,L,Y,H,Research Director,13269.0,7.0,No,15.0,3.0,L,19.0,N,3.0,14.0,11.0,1.0,11.0,38
